categoryId	displayName	displayPath	lineage	coverageTier	appCategory	includeForEmbedding	embeddingPriority	annotationStatus	notes
sparkling-water-bottle	气泡水瓶	食品与囤货 / 常温食品 / 饮料 / 气泡水瓶	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Sparkling Water Bottles	mvp	food	pending	p2	pending	
coffee-drink-bottle	瓶装咖啡	食品与囤货 / 常温食品 / 饮料 / 瓶装咖啡	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Coffee Drink Bottles	mvp	food	pending	p2	pending	
carbonated-drink-bottle	瓶装碳酸饮料	食品与囤货 / 常温食品 / 饮料 / 瓶装碳酸饮料	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Carbonated Drink Bottles	mvp	food	pending	p2	pending	
tea-drink-bottle	瓶装茶饮料	食品与囤货 / 常温食品 / 饮料 / 瓶装茶饮料	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Tea Drink Bottles	mvp	food	pending	p2	pending	
baijiu-bottle	白酒瓶	食品与囤货 / 常温食品 / 饮料 / 白酒瓶	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Baijiu Bottles	mvp	food	pending	p2	pending	
coffee-drink-can	罐装咖啡	食品与囤货 / 常温食品 / 饮料 / 罐装咖啡	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Coffee Drink Cans	mvp	food	pending	p2	pending	
carbonated-drink-can	罐装碳酸饮料	食品与囤货 / 常温食品 / 饮料 / 罐装碳酸饮料	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Carbonated Drink Cans	mvp	food	pending	p2	pending	
energy-drink-can	能量饮料罐	食品与囤货 / 常温食品 / 饮料 / 能量饮料罐	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Energy Drink Cans	mvp	food	pending	p2	pending	
soda-water-can	苏打水罐	食品与囤货 / 常温食品 / 饮料 / 苏打水罐	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Soda Water Cans	mvp	food	pending	p2	pending	
wine-bottle	葡萄酒瓶	食品与囤货 / 常温食品 / 饮料 / 葡萄酒瓶	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Wine Bottles	mvp	food	pending	p2	pending	
sports-drink-bottle	运动饮料瓶	食品与囤货 / 常温食品 / 饮料 / 运动饮料瓶	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Sports Drink Bottles	mvp	food	pending	p2	pending	
cocktail-can	预调酒罐	食品与囤货 / 常温食品 / 饮料 / 预调酒罐	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Cocktail Cans	mvp	food	pending	p2	pending	
drink-multipack	饮料组合装	食品与囤货 / 常温食品 / 饮料 / 饮料组合装	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Beverage Multipacks	mvp	food	pending	p2	pending	
meal-replacement-shake-bottle	代餐奶昔瓶	食品与囤货 / 方便食品 / 预制即食 / 代餐奶昔瓶	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Meal Replacement Shake Bottles	mvp	food	pending	p2	pending	
ready-meal-tray	便当盒装预制菜	食品与囤货 / 方便食品 / 预制即食 / 便当盒装预制菜	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Ready Meal Trays	mvp	food	pending	p2	pending	
instant-porridge-cup	即食粥杯	食品与囤货 / 方便食品 / 预制即食 / 即食粥杯	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Instant Porridge Cups	mvp	food	pending	p2	pending	
retort-pouch-meal	料理包	食品与囤货 / 方便食品 / 预制即食 / 料理包	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Retort Pouch Meals	mvp	food	pending	p2	pending	
instant-rice-noodle-bowl	方便米粉碗	食品与囤货 / 方便食品 / 预制即食 / 方便米粉碗	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Instant Rice Noodle Bowls	mvp	food	pending	p2	pending	
instant-vermicelli-bowl	方便粉丝碗	食品与囤货 / 方便食品 / 预制即食 / 方便粉丝碗	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Instant Vermicelli Bowls	mvp	food	pending	p2	pending	
canned-fruit	水果罐头	食品与囤货 / 方便食品 / 预制即食 / 水果罐头	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Canned Fruit	mvp	food	pending	p2	pending	
canned-soup	汤罐头	食品与囤货 / 方便食品 / 预制即食 / 汤罐头	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Canned Soup	mvp	food	pending	p2	pending	
self-heating-hotpot-box	自热火锅盒	食品与囤货 / 方便食品 / 预制即食 / 自热火锅盒	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Self Heating Hotpot Boxes	mvp	food	pending	p2	pending	
self-heating-rice-box	自热米饭盒	食品与囤货 / 方便食品 / 预制即食 / 自热米饭盒	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Self Heating Rice Boxes	mvp	food	pending	p2	pending	
instant-soup-cup	速食汤杯	食品与囤货 / 方便食品 / 预制即食 / 速食汤杯	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Instant Soup Cups	mvp	food	pending	p2	pending	
canned-fish	鱼罐头	食品与囤货 / 方便食品 / 预制即食 / 鱼罐头	Food/Beverage/Tobacco / Prepared Food / Ready Meals / Canned Fish	mvp	food	pending	p2	pending	
salmon-pack	三文鱼盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 三文鱼盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Salmon Packs	mvp	food	pending	p2	pending	
seaweed-pack	海带包装	食品与囤货 / 生鲜食品 / 水产海鲜 / 海带包装	Food/Beverage/Tobacco / Fresh Food / Seafood / Seaweed Packs	mvp	food	pending	p2	pending	
seafood-mix-pack	海鲜组合包	食品与囤货 / 生鲜食品 / 水产海鲜 / 海鲜组合包	Food/Beverage/Tobacco / Fresh Food / Seafood / Seafood Mix Packs	mvp	food	pending	p2	pending	
octopus-pack	章鱼盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 章鱼盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Octopus Packs	mvp	food	pending	p2	pending	
dried-shrimp-bag	虾皮袋	食品与囤货 / 生鲜食品 / 水产海鲜 / 虾皮袋	Food/Beverage/Tobacco / Fresh Food / Seafood / Dried Shrimp Bags	mvp	food	pending	p2	pending	
shrimp-pack	虾盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 虾盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Shrimp Packs	mvp	food	pending	p2	pending	
clam-pack	蛤蜊盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 蛤蜊盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Clam Packs	mvp	food	pending	p2	pending	
crab-pack	螃蟹盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 螃蟹盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Crab Packs	mvp	food	pending	p2	pending	
seafood-stick-pack	蟹棒包装	食品与囤货 / 生鲜食品 / 水产海鲜 / 蟹棒包装	Food/Beverage/Tobacco / Fresh Food / Seafood / Seafood Stick Packs	mvp	food	pending	p2	pending	
shellfish-pack	贝类盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 贝类盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Shellfish Packs	mvp	food	pending	p2	pending	
fish-ball-pack	鱼丸包装	食品与囤货 / 生鲜食品 / 水产海鲜 / 鱼丸包装	Food/Beverage/Tobacco / Fresh Food / Seafood / Fish Ball Packs	mvp	food	pending	p2	pending	
fish-pack	鱼肉盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 鱼肉盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Fish Packs	mvp	food	pending	p2	pending	
squid-pack	鱿鱼盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 鱿鱼盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Squid Packs	mvp	food	pending	p2	pending	
cod-pack	鳕鱼盒	食品与囤货 / 生鲜食品 / 水产海鲜 / 鳕鱼盒	Food/Beverage/Tobacco / Fresh Food / Seafood / Cod Packs	mvp	food	pending	p2	pending	
eel-pack	鳗鱼包装	食品与囤货 / 生鲜食品 / 水产海鲜 / 鳗鱼包装	Food/Beverage/Tobacco / Fresh Food / Seafood / Eel Packs	mvp	food	pending	p2	pending	
fruit-platter	切果盒	食品与囤货 / 生鲜食品 / 水果 / 切果盒	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Fresh Cut Fruit Packs	mvp	food	pending	p2	pending	
plum	李子	食品与囤货 / 生鲜食品 / 水果 / 李子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Plums	mvp	food	pending	p2	pending	
pomelo	柚子	食品与囤货 / 生鲜食品 / 水果 / 柚子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Pomelos	mvp	food	pending	p2	pending	
lemon	柠檬	食品与囤货 / 生鲜食品 / 水果 / 柠檬	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Lemons	mvp	food	pending	p2	pending	
persimmon	柿子	食品与囤货 / 生鲜食品 / 水果 / 柿子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Persimmons	mvp	food	pending	p2	pending	
peach	桃子	食品与囤货 / 生鲜食品 / 水果 / 桃子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Peaches	mvp	food	pending	p2	pending	
pear	梨	食品与囤货 / 生鲜食品 / 水果 / 梨	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Pears	mvp	food	pending	p2	pending	
coconut	椰子	食品与囤货 / 生鲜食品 / 水果 / 椰子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Coconuts	mvp	food	pending	p2	pending	
durian	榴莲	食品与囤货 / 生鲜食品 / 水果 / 榴莲	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Durians	mvp	food	pending	p2	pending	
cherry	樱桃	食品与囤货 / 生鲜食品 / 水果 / 樱桃	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Cherries	mvp	food	pending	p2	pending	
mandarin	橘子	食品与囤货 / 生鲜食品 / 水果 / 橘子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Mandarins	mvp	food	pending	p2	pending	
orange	橙子	食品与囤货 / 生鲜食品 / 水果 / 橙子	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Oranges	mvp	food	pending	p1	pending	
fruit-cup	水果杯	食品与囤货 / 生鲜食品 / 水果 / 水果杯	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Fruit Cups	mvp	food	pending	p2	pending	
mixed-fruit-box	水果礼盒	食品与囤货 / 生鲜食品 / 水果 / 水果礼盒	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Fruit Gift Boxes	mvp	food	pending	p2	pending	
dragon-fruit	火龙果	食品与囤货 / 生鲜食品 / 水果 / 火龙果	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Dragon Fruits	mvp	food	pending	p2	pending	
avocado	牛油果	食品与囤货 / 生鲜食品 / 水果 / 牛油果	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Avocados	mvp	food	pending	p2	pending	
kiwifruit	猕猴桃	食品与囤货 / 生鲜食品 / 水果 / 猕猴桃	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Kiwifruit	mvp	food	pending	p2	pending	
melon	甜瓜	食品与囤货 / 生鲜食品 / 水果 / 甜瓜	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Melons	mvp	food	pending	p2	pending	
pomegranate	石榴	食品与囤货 / 生鲜食品 / 水果 / 石榴	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Pomegranates	mvp	food	pending	p2	pending	
mango	芒果	食品与囤货 / 生鲜食品 / 水果 / 芒果	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Mangoes	mvp	food	pending	p2	pending	
apple	苹果	食品与囤货 / 生鲜食品 / 水果 / 苹果	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Apples	mvp	food	pending	p1	pending	
strawberry	草莓	食品与囤货 / 生鲜食品 / 水果 / 草莓	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Strawberries	mvp	food	pending	p2	pending	
lychee	荔枝	食品与囤货 / 生鲜食品 / 水果 / 荔枝	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Lychees	mvp	food	pending	p2	pending	
pineapple	菠萝	食品与囤货 / 生鲜食品 / 水果 / 菠萝	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Pineapples	mvp	food	pending	p2	pending	
grape	葡萄	食品与囤货 / 生鲜食品 / 水果 / 葡萄	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Grapes	mvp	food	pending	p2	pending	
blueberry	蓝莓	食品与囤货 / 生鲜食品 / 水果 / 蓝莓	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Blueberries	mvp	food	pending	p2	pending	
grapefruit	西柚	食品与囤货 / 生鲜食品 / 水果 / 西柚	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Grapefruits	mvp	food	pending	p2	pending	
watermelon	西瓜	食品与囤货 / 生鲜食品 / 水果 / 西瓜	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Watermelons	mvp	food	pending	p2	pending	
banana	香蕉	食品与囤货 / 生鲜食品 / 水果 / 香蕉	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Bananas	mvp	food	pending	p1	pending	
longan	龙眼	食品与囤货 / 生鲜食品 / 水果 / 龙眼	Food/Beverage/Tobacco / Fresh Food / Fresh Fruits / Longans	mvp	food	pending	p2	pending	
salted-egg-pack	咸蛋盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 咸蛋盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Salted Egg Packs	mvp	food	pending	p2	pending	
bacon-pack	培根包装	食品与囤货 / 生鲜食品 / 肉禽蛋 / 培根包装	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Bacon Packs	mvp	food	pending	p2	pending	
ribs-pack	排骨盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 排骨盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Rib Packs	mvp	food	pending	p2	pending	
ham-pack	火腿包装	食品与囤货 / 生鲜食品 / 肉禽蛋 / 火腿包装	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Ham Packs	mvp	food	pending	p2	pending	
hotpot-meat-roll	火锅肉卷	食品与囤货 / 生鲜食品 / 肉禽蛋 / 火锅肉卷	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Hot Pot Meat Rolls	mvp	food	pending	p2	pending	
steak-pack	牛排包装	食品与囤货 / 生鲜食品 / 肉禽蛋 / 牛排包装	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Steak Packs	mvp	food	pending	p2	pending	
beef-pack	牛肉盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 牛肉盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Beef Packs	mvp	food	pending	p1	pending	
pork-pack	猪肉盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 猪肉盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Pork Packs	mvp	food	pending	p1	pending	
century-egg-pack	皮蛋盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 皮蛋盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Century Egg Packs	mvp	food	pending	p2	pending	
lamb-pack	羊肉盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 羊肉盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Lamb Packs	mvp	food	pending	p2	pending	
meatball-pack	肉丸包装	食品与囤货 / 生鲜食品 / 肉禽蛋 / 肉丸包装	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Meatball Packs	mvp	food	pending	p2	pending	
minced-meat-pack	肉馅盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 肉馅盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Minced Meat Packs	mvp	food	pending	p2	pending	
cured-meat-pack	腊肉包装	食品与囤货 / 生鲜食品 / 肉禽蛋 / 腊肉包装	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Cured Meat Packs	mvp	food	pending	p2	pending	
sausage-pack	香肠包装	食品与囤货 / 生鲜食品 / 肉禽蛋 / 香肠包装	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Sausage Packs	mvp	food	pending	p2	pending	
chicken-wing-pack	鸡翅盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 鸡翅盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Chicken Wing Packs	mvp	food	pending	p2	pending	
chicken-pack	鸡肉盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 鸡肉盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Chicken Packs	mvp	food	pending	p2	pending	
fresh-eggs-carton	鸡蛋盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 鸡蛋盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Egg Cartons	mvp	food	pending	p2	pending	
duck-pack	鸭肉盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 鸭肉盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Duck Packs	mvp	food	pending	p2	pending	
duck-eggs-pack	鸭蛋盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 鸭蛋盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Duck Egg Packs	mvp	food	pending	p2	pending	
quail-eggs-pack	鹌鹑蛋盒	食品与囤货 / 生鲜食品 / 肉禽蛋 / 鹌鹑蛋盒	Food/Beverage/Tobacco / Fresh Food / Meat Poultry Eggs / Quail Egg Packs	mvp	food	pending	p2	pending	
winter-melon	冬瓜	食品与囤货 / 生鲜食品 / 蔬菜 / 冬瓜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Winter Melons	mvp	food	pending	p2	pending	
vegetable-pack	净菜包	食品与囤货 / 生鲜食品 / 蔬菜 / 净菜包	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Prepared Vegetable Packs	mvp	food	pending	p2	pending	
pumpkin	南瓜	食品与囤货 / 生鲜食品 / 蔬菜 / 南瓜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Pumpkins	mvp	food	pending	p2	pending	
cabbage	卷心菜	食品与囤货 / 生鲜食品 / 蔬菜 / 卷心菜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Cabbages	mvp	food	pending	p2	pending	
green-beans	四季豆	食品与囤货 / 生鲜食品 / 蔬菜 / 四季豆	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Green Beans	mvp	food	pending	p2	pending	
potato	土豆	食品与囤货 / 生鲜食品 / 蔬菜 / 土豆	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Potatoes	mvp	food	pending	p1	pending	
chinese-cabbage	大白菜	食品与囤货 / 生鲜食品 / 蔬菜 / 大白菜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Chinese Cabbages	mvp	food	pending	p2	pending	
garlic	大蒜	食品与囤货 / 生鲜食品 / 蔬菜 / 大蒜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Garlic	mvp	food	pending	p2	pending	
scallion	小葱	食品与囤货 / 生鲜食品 / 蔬菜 / 小葱	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Scallions	mvp	food	pending	p2	pending	
yam	山药	食品与囤货 / 生鲜食品 / 蔬菜 / 山药	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Yams	mvp	food	pending	p2	pending	
salad-mix	沙拉菜包	食品与囤货 / 生鲜食品 / 蔬菜 / 沙拉菜包	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Salad Mix Packs	mvp	food	pending	p2	pending	
onion	洋葱	食品与囤货 / 生鲜食品 / 蔬菜 / 洋葱	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Onions	mvp	food	pending	p2	pending	
corn-cob	玉米	食品与囤货 / 生鲜食品 / 蔬菜 / 玉米	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Corn Cobs	mvp	food	pending	p2	pending	
ginger	生姜	食品与囤货 / 生鲜食品 / 蔬菜 / 生姜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Ginger	mvp	food	pending	p2	pending	
lettuce	生菜	食品与囤货 / 生鲜食品 / 蔬菜 / 生菜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Lettuce	mvp	food	pending	p2	pending	
tomato	番茄	食品与囤货 / 生鲜食品 / 蔬菜 / 番茄	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Tomatoes	mvp	food	pending	p1	pending	
okra	秋葵	食品与囤货 / 生鲜食品 / 蔬菜 / 秋葵	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Okra	mvp	food	pending	p2	pending	
sweet-potato	红薯	食品与囤货 / 生鲜食品 / 蔬菜 / 红薯	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Sweet Potatoes	mvp	food	pending	p2	pending	
carrot	胡萝卜	食品与囤货 / 生鲜食品 / 蔬菜 / 胡萝卜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Carrots	mvp	food	pending	p2	pending	
celery	芹菜	食品与囤货 / 生鲜食品 / 蔬菜 / 芹菜	Food/Beverage/Tobacco / Fresh Food / Fresh Vegetables / Celery	mvp	food	pending	p2	pending	
